TeamId,TeamName,SubmissionDate,Score
102882,c.barb,"2014-06-25 09:41:46",0.83928
102834,sincerita,"2014-06-25 11:29:51",0.80803
103230,casia,"2014-06-25 12:37:59",0.70982
103257,"Mike Mathews","2014-06-25 16:49:23",0.62946
101197,Maccios,"2014-06-25 16:52:41",0.82589
101001,"Jun Pilao","2014-06-25 17:01:19",0.91071
101148,"royal mayer","2014-06-25 17:11:38",0.90625
102598,"jack jacky","2014-06-25 17:26:55",0.88392
99474,"Zhao Yilong","2014-06-25 17:27:17",0.91517
103263,TB,"2014-06-25 17:29:22",0.75446
102620,"Xin Djlan","2014-06-25 17:33:06",0.83482
103276,machinelearn,"2014-06-25 19:11:31",0.50000
103275,Danny&Luc,"2014-06-25 19:22:44",0.72767
100113,jlef,"2014-06-25 20:24:46",0.70089
102510,"Yesu Feng","2014-06-25 21:01:20",0.74107
102207,Legominers,"2014-06-25 21:17:19",0.67410
103264,"Alex 2","2014-06-25 21:29:01",0.67410
103295,"MindLab UNAL (mlsp)","2014-06-25 21:38:24",0.76339
103297,giove_olimpo,"2014-06-25 21:52:37",0.81250
103304,"anurag kumar","2014-06-25 22:54:46",0.70758
103090,"Ei tästä tuu mitään (mlsp)","2014-06-26 00:06:54",0.81250
103319,"Kim chow","2014-06-26 02:47:24",0.87946
103323,Jieming,"2014-06-26 03:11:41",0.59375
100535,"Nick Gorev","2014-06-26 03:22:17",0.83482
100655,jgans,"2014-06-26 05:42:48",0.83928
102884,"antonio anobii","2014-06-26 08:25:17",0.88839
102882,c.barb,"2014-06-26 08:28:01",0.88839
103359,apple40,"2014-06-26 08:42:30",0.84375
103360,manto85,"2014-06-26 08:46:57",0.85267
102218,aptperson,"2014-06-26 09:19:11",0.88392
103374,minky999,"2014-06-26 11:14:26",0.82142
100543,"Antonella Rotondo","2014-06-26 13:50:22",0.88392
103404,Khaleesi,"2014-06-26 14:46:17",0.81919
103410,rwcity,"2014-06-26 16:07:40",0.80803
101203,"Robert Bacc","2014-06-26 16:17:00",0.89732
103418,maretta,"2014-06-26 16:20:58",0.75446
101197,Maccios,"2014-06-26 16:22:13",0.90178
102181,Dario,"2014-06-26 17:35:01",0.87500
102860,Albert,"2014-06-26 17:46:59",0.85714
102862,Markov,"2014-06-26 17:51:48",0.87053
103257,"Mike Mathews","2014-06-26 17:53:20",0.81250
102866,Yashin,"2014-06-26 18:52:32",0.88392
103435,"jane blacksmith","2014-06-26 18:56:21",0.85267
102874,Wayne,"2014-06-26 18:56:55",0.81250
103436,Nadya,"2014-06-26 19:06:17",0.49553
103439,"LABNEC - UFABC","2014-06-26 19:13:02",0.31696
103443,"lucas milcov","2014-06-26 19:22:57",0.77678
99511,"Vivant Shen & kaza","2014-06-26 19:27:21",0.86607
100113,jlef,"2014-06-26 19:54:30",0.82589
103451,Jimmy,"2014-06-26 20:12:25",0.63839
102207,Legominers,"2014-06-26 22:22:53",0.79910
101127,Kevin_Hu,"2014-06-27 02:00:25",0.89732
103323,Jieming,"2014-06-27 02:38:25",0.76339
100277,SRK,"2014-06-27 03:07:49",0.91071
103487,Peter,"2014-06-27 03:24:19",0.69196
103090,"Ei tästä tuu mitään (mlsp)","2014-06-27 03:30:52",0.82142
99312,Vopani,"2014-06-27 04:08:41",0.93750
102598,"jack jacky","2014-06-27 07:15:33",0.89732
102622,"John Snow","2014-06-27 07:20:46",0.90625
103517,wenzi,"2014-06-27 08:34:16",0.42857
103374,minky999,"2014-06-27 11:12:00",0.83482
103359,apple40,"2014-06-27 11:20:14",0.85714
102882,c.barb,"2014-06-27 11:25:29",0.89732
103297,giove_olimpo,"2014-06-27 11:28:26",0.86607
103567,miky,"2014-06-27 13:01:20",0.85267
103569,fuzzy,"2014-06-27 13:03:58",0.83035
103318,kaggle_ttx,"2014-06-27 13:06:34",0.72321
103571,maverick77,"2014-06-27 13:11:13",0.82589
101203,"Robert Bacc","2014-06-27 13:31:34",0.90625
101198,"Data Frame","2014-06-27 13:33:48",0.90625
103581,Ayeye,"2014-06-27 14:06:34",0.34375
103598,clustifier,"2014-06-27 15:40:40",0.66964
102541,"Joe Regan","2014-06-27 17:20:01",0.81696
103194,DataGeek,"2014-06-27 18:44:57",0.78125
103304,"anurag kumar","2014-06-27 18:53:59",0.82142
103307,"Jiaming Kong","2014-06-27 19:41:40",0.70758
103622,"yannis at","2014-06-27 20:09:43",0.70535
103443,"lucas milcov","2014-06-27 20:47:33",0.87500
103640,Spoorthi,"2014-06-27 22:10:08",0.72321
103436,Nadya,"2014-06-27 22:11:41",0.67410
102471,"walter rock","2014-06-27 22:15:15",0.91071
103264,"Alex 2","2014-06-27 22:29:36",0.69419
102507,"Chumbia Wumbia","2014-06-27 23:04:03",0.90178
102620,"Xin Djlan","2014-06-27 23:27:18",0.90178
103307,"Jiaming Kong","2014-06-28 02:14:03",0.71651
99898,"Ayush (mlsp)","2014-06-28 06:23:21",0.89732
103622,"yannis at","2014-06-28 08:09:42",0.70982
103275,Danny&Luc,"2014-06-28 08:21:19",0.83035
102884,"antonio anobii","2014-06-28 09:13:56",0.90178
103036,gigen,"2014-06-28 09:15:16",0.90178
103043,pigreek,"2014-06-28 09:23:10",0.87500
103360,manto85,"2014-06-28 09:27:29",0.87946
102620,"Xin Djlan","2014-06-28 12:17:11",0.90625
101197,Maccios,"2014-06-28 13:10:58",0.90625
103708,"Platon Samoil","2014-06-28 13:28:04",0.81696
103709,"Diego Telesphorus","2014-06-28 13:50:58",0.79464
101127,Kevin_Hu,"2014-06-28 15:45:39",0.91964
103443,"lucas milcov","2014-06-28 17:07:00",0.90178
99564,razgon,"2014-06-28 19:31:36",0.89285
103106,UnsatisfiableMind,"2014-06-28 20:24:39",0.77678
103742,Wolfer,"2014-06-28 20:40:34",0.79017
99841,WekaWeka,"2014-06-28 20:47:37",0.91071
103745,"Giovanni Rana","2014-06-28 20:56:36",0.73660
103042,NuaraMidnightCall,"2014-06-28 21:21:42",0.61830
103748,"han Zhou","2014-06-28 21:27:19",0.71428
103751,earino,"2014-06-28 21:52:31",0.78571
103264,"Alex 2","2014-06-28 22:13:51",0.75892
103581,Ayeye,"2014-06-28 23:03:49",0.64285
103759,"Mauro Raley","2014-06-28 23:17:08",0.73660
103762,"Andrea Locatelli","2014-06-29 01:14:46",0.72767
100535,"Nick Gorev","2014-06-29 02:53:08",0.84375
103772,"Ashwin Kalyan","2014-06-29 04:07:23",0.54017
99898,"Ayush (mlsp)","2014-06-29 04:19:38",0.89955
102884,"antonio anobii","2014-06-29 07:40:16",0.90625
103036,gigen,"2014-06-29 07:42:19",0.90625
103789,GKHI,"2014-06-29 08:44:24",0.50000
103796,Ayumi,"2014-06-29 09:19:27",0.58035
99511,"Vivant Shen & kaza","2014-06-29 09:54:32",0.92410
102591,Anatoliy,"2014-06-29 10:27:38",0.82589
103374,minky999,"2014-06-29 11:57:21",0.83928
103571,maverick77,"2014-06-29 12:13:23",0.83928
103090,"Ei tästä tuu mitään (mlsp)","2014-06-29 13:19:52",0.83482
103809,"Nadbor Drozd","2014-06-29 14:09:48",0.74107
103640,Spoorthi,"2014-06-29 14:35:50",0.79017
103759,"Mauro Raley","2014-06-29 16:18:23",0.79017
102860,Albert,"2014-06-29 16:51:06",0.92410
102598,"jack jacky","2014-06-29 17:19:19",0.91071
103581,Ayeye,"2014-06-29 18:18:01",0.65625
103264,"Alex 2","2014-06-29 18:35:08",0.80803
103307,"Jiaming Kong","2014-06-29 19:08:21",0.81696
103846,TRel,"2014-06-29 20:55:46",0.73660
103042,NuaraMidnightCall,"2014-06-29 21:03:56",0.82812
103725,AdamH(mlsp),"2014-06-29 21:53:32",0.83482
103849,"Nicholas S. Bagby","2014-06-29 21:57:07",0.80803
103850,"Silvia Longoni","2014-06-29 22:10:46",0.84375
103851,Tom79,"2014-06-29 22:15:33",0.87053
103090,"Ei tästä tuu mitään (mlsp)","2014-06-30 01:01:28",0.84821
103846,TRel,"2014-06-30 03:31:00",0.80803
103359,apple40,"2014-06-30 07:19:23",0.90625
103567,miky,"2014-06-30 07:21:33",0.90625
103360,manto85,"2014-06-30 07:27:42",0.89285
103745,"Giovanni Rana","2014-06-30 10:16:48",0.83928
103908,"Phani Teja","2014-06-30 10:23:44",0.81250
102510,"Yesu Feng","2014-06-30 12:54:07",0.80803
103439,"LABNEC - UFABC","2014-06-30 14:57:52",0.66741
102800,Nanda,"2014-06-30 16:40:17",0.76785
99511,"Vivant Shen & kaza","2014-06-30 18:26:09",0.92857
103640,Spoorthi,"2014-06-30 18:45:52",0.82142
103960,Dennis,"2014-06-30 20:27:51",0.65625
102864,"SooperDooperCooper (mlsp)","2014-06-30 20:48:22",0.61160
103969,"Overfitting Champ of the World","2014-06-30 21:28:25",0.82589
102207,Legominers,"2014-06-30 22:37:18",0.81696
103970,JeannieF,"2014-06-30 23:03:37",0.75000
103042,NuaraMidnightCall,"2014-06-30 23:52:35",0.84375
99412,optimizer,"2014-07-01 00:03:24",0.86607
103977,MEDMED,"2014-07-01 00:12:48",0.81026
103846,TRel,"2014-07-01 00:39:28",0.84821
103772,"Ashwin Kalyan","2014-07-01 00:49:22",0.59821
103090,"Ei tästä tuu mitään (mlsp)","2014-07-01 04:32:41",0.85267
99898,"Ayush (mlsp)","2014-07-01 08:45:29",0.90625
103850,"Silvia Longoni","2014-07-01 10:03:12",0.87053
103759,"Mauro Raley","2014-07-01 10:30:15",0.84375
104023,"ugo fantozzi","2014-07-01 11:27:42",0.85267
104024,"mickey mouse","2014-07-01 11:32:29",0.84375
103581,Ayeye,"2014-07-01 13:11:48",0.84375
103960,Dennis,"2014-07-01 13:15:56",0.69196
104026,"Alex Lebedev","2014-07-01 13:18:22",0.52232
103995,liwzhi,"2014-07-01 15:25:06",0.76339
103443,"lucas milcov","2014-07-01 15:31:28",0.90625
103410,rwcity,"2014-07-01 15:50:21",0.81696
103517,wenzi,"2014-07-01 16:03:43",0.57142
103849,"Nicholas S. Bagby","2014-07-01 16:55:00",0.83035
104055,"Sandra M. Morrison","2014-07-01 17:06:04",0.83705
104058,"Betty S. Bost","2014-07-01 17:18:02",0.79017
103106,UnsatisfiableMind,"2014-07-01 17:53:53",0.84375
102207,Legominers,"2014-07-01 17:55:22",0.84375
103748,"han Zhou","2014-07-01 19:11:56",0.87500
102864,"SooperDooperCooper (mlsp)","2014-07-01 20:13:46",0.75892
103598,clustifier,"2014-07-01 20:31:02",0.70089
103745,"Giovanni Rana","2014-07-01 21:21:33",0.86160
99704,tue_team,"2014-07-01 21:28:04",0.79910
100656,"David Thaler","2014-07-01 23:47:27",0.89285
100656,"David Thaler","2014-07-02 00:01:02",0.93303
103230,casia,"2014-07-02 01:09:24",0.74553
104091,"Brian O'Horo","2014-07-02 02:42:32",0.70982
103318,kaggle_ttx,"2014-07-02 04:26:37",0.74553
100100,tuomas_s,"2014-07-02 05:30:48",0.82589
104104,"Gokul Swamy","2014-07-02 06:18:31",0.59821
104107,Permutation,"2014-07-02 07:09:01",0.59821
104024,"mickey mouse","2014-07-02 07:48:09",0.87946
104110,"bruce lee","2014-07-02 07:52:19",0.82366
104111,"mister magoo","2014-07-02 07:57:58",0.85937
104112,haggar,"2014-07-02 08:02:59",0.85937
104114,"ciccio bello","2014-07-02 08:11:00",0.88839
104128,"Tejashwini K","2014-07-02 10:43:50",0.64285
104146,"homer simpson","2014-07-02 12:26:11",0.84375
104148,pupazzo,"2014-07-02 12:30:32",0.85267
104142,lysine1217,"2014-07-02 12:56:09",0.80357
103439,"LABNEC - UFABC","2014-07-02 13:25:39",0.70312
102800,Nanda,"2014-07-02 15:51:21",0.77232
103451,Jimmy,"2014-07-02 15:53:04",0.70535
104172,ucas_qcz,"2014-07-02 16:50:10",0.68303
102541,"Joe Regan","2014-07-02 18:30:31",0.83928
102864,"SooperDooperCooper (mlsp)","2014-07-02 18:58:16",0.80803
104204,nih,"2014-07-02 21:20:41",0.69196
104091,"Brian O'Horo","2014-07-03 01:31:42",0.75892
103517,wenzi,"2014-07-03 01:59:07",0.63392
103598,clustifier,"2014-07-03 03:50:02",0.75000
104227,"Konstantin Togoi","2014-07-03 04:20:21",0.55580
103846,TRel,"2014-07-03 05:11:13",0.88392
100100,tuomas_s,"2014-07-03 05:24:29",0.83035
104172,ucas_qcz,"2014-07-03 06:00:59",0.71428
104204,nih,"2014-07-03 06:24:39",0.77678
99265,"Karol Piczak (mlsp)","2014-07-03 08:09:04",0.81250
104107,Permutation,"2014-07-03 11:01:25",0.70089
104146,"homer simpson","2014-07-03 13:27:53",0.90178
104112,haggar,"2014-07-03 13:32:06",0.89285
104110,"bruce lee","2014-07-03 13:33:25",0.88839
104111,"mister magoo","2014-07-03 13:35:06",0.88839
104024,"mickey mouse","2014-07-03 13:39:18",0.88839
104287,"aigna 2","2014-07-03 13:43:12",0.90178
104288,"last try","2014-07-03 13:47:01",0.86607
103960,Dennis,"2014-07-03 16:48:14",0.84375
99676,"Alfredo Kalaitzis (mlsp)","2014-07-03 18:04:48",0.59375
104327,"test acc","2014-07-03 20:50:57",0.78571
104330,testacc2,"2014-07-03 21:07:46",0.54017
104334,ilovestuff1,"2014-07-03 21:22:13",0.73660
103307,"Jiaming Kong","2014-07-04 00:00:36",0.83482
100100,tuomas_s,"2014-07-04 04:32:13",0.83482
103517,wenzi,"2014-07-04 05:19:35",0.64732
104373,strug,"2014-07-04 06:07:44",0.68303
104377,"Serhii (mlsp)","2014-07-04 06:42:28",0.83928
104172,ucas_qcz,"2014-07-04 09:29:32",0.74553
104104,"Gokul Swamy","2014-07-04 10:18:16",0.70535
104107,Permutation,"2014-07-04 10:53:44",0.73660
102155,blizzard,"2014-07-04 11:02:07",0.64732
104400,okay,"2014-07-04 11:18:10",0.57142
104128,"Tejashwini K","2014-07-04 11:47:13",0.80803
99265,"Karol Piczak (mlsp)","2014-07-04 12:44:43",0.83482
104418,zxbs,"2014-07-04 13:58:22",0.79910
104423,cjds,"2014-07-04 14:46:45",0.76339
103995,liwzhi,"2014-07-04 15:29:54",0.76562
100088,biubiubiu,"2014-07-04 15:34:48",0.69642
99676,"Alfredo Kalaitzis (mlsp)","2014-07-04 16:40:53",0.82589
104440,"Eric K","2014-07-04 20:33:58",0.60714
104091,"Brian O'Horo","2014-07-04 23:43:14",0.81696
99898,"Ayush (mlsp)","2014-07-05 03:25:16",0.93303
104440,"Eric K","2014-07-05 05:48:04",0.73660
104505,new2,"2014-07-05 15:28:53",0.72098
104508,JeffH,"2014-07-05 15:56:41",0.76339
104532,"Alexey Tarasov (mlsp)","2014-07-05 22:01:12",0.43303
99979,DA,"2014-07-05 23:15:17",0.83928
104227,"Konstantin Togoi","2014-07-05 23:26:52",0.84375
103681,TheAnalyticProphet,"2014-07-05 23:42:41",0.81250
103750,"Cobra Command (mlsp)","2014-07-06 00:26:32",0.76339
99898,"Ayush (mlsp)","2014-07-06 04:01:18",0.94196
103851,Tom79,"2014-07-06 05:45:03",0.88392
103796,Ayumi,"2014-07-06 09:18:23",0.79017
99511,"Vivant Shen & kaza","2014-07-06 10:29:24",0.93303
104576,zeros_benchmark,"2014-07-06 14:02:53",0.50000
104508,JeffH,"2014-07-06 15:28:31",0.79017
104587,"Rafael C.P.","2014-07-06 17:30:54",0.50000
104512,jern,"2014-07-06 22:05:58",0.77678
103487,Peter,"2014-07-06 22:34:50",0.81696
104642,"rintu kutum (mlsp)","2014-07-07 04:54:19",0.69196
104026,"Alex Lebedev","2014-07-07 08:55:05",0.64732
104662,BagOfWords,"2014-07-07 09:49:20",0.74107
103970,JeannieF,"2014-07-07 11:00:40",0.81919
104373,strug,"2014-07-07 11:30:40",0.70982
104687,"Axel Byberg Fosse","2014-07-07 13:50:10",0.50000
104400,okay,"2014-07-07 15:10:43",0.70535
104576,zeros_benchmark,"2014-07-07 15:26:51",0.75892
104227,"Konstantin Togoi","2014-07-07 23:45:19",0.85714
104440,"Eric K","2014-07-08 02:35:34",0.79017
104803,"Tirthankar Nag","2014-07-08 07:59:49",0.68750
104882,EgyFirst,"2014-07-08 16:20:20",0.50000
103725,AdamH(mlsp),"2014-07-08 17:28:52",0.85267
104662,BagOfWords,"2014-07-08 23:04:46",0.75892
103569,fuzzy,"2014-07-08 23:52:26",0.87946
104654,"Solution Draft (mlsp)","2014-07-09 07:55:15",0.70535
102573,"Most of Majority (mlsp)","2014-07-09 12:10:19",0.57142
105073,"Andy T","2014-07-09 17:43:49",0.86607
104576,zeros_benchmark,"2014-07-09 20:01:38",0.77678
103762,"Andrea Locatelli","2014-07-10 00:08:01",0.83928
103995,liwzhi,"2014-07-10 03:52:04",0.77008
105142,ifit,"2014-07-10 04:10:04",0.64732
104642,"rintu kutum (mlsp)","2014-07-10 05:24:09",0.78125
103960,Dennis,"2014-07-10 05:37:25",0.86607
104532,"Alexey Tarasov (mlsp)","2014-07-10 07:09:36",0.78571
105174,"Guillaume Imbert","2014-07-10 09:14:30",0.78571
99979,DA,"2014-07-10 14:33:21",0.85267
105220,"T.W. Scharf","2014-07-10 15:23:17",0.50000
99676,"Alfredo Kalaitzis (mlsp)","2014-07-10 16:12:01",0.86607
105275,Onion,"2014-07-11 00:16:52",0.86160
105277,JeanP,"2014-07-11 00:28:58",0.83482
105142,ifit,"2014-07-11 00:38:20",0.80133
105298,"C Choo","2014-07-11 05:03:00",0.50000
103751,earino,"2014-07-11 06:09:44",0.83928
99352,"Alexander  Larko","2014-07-11 06:45:53",0.88392
104803,"Tirthankar Nag","2014-07-11 07:30:05",0.76785
105174,"Guillaume Imbert","2014-07-11 09:10:04",0.79017
105342,"Ali Tousi","2014-07-11 12:14:26",0.80357
103598,clustifier,"2014-07-11 13:59:15",0.78571
105358,zasis,"2014-07-11 15:01:16",0.31250
103750,"Cobra Command (mlsp)","2014-07-11 19:00:04",0.78125
105388,"Rien ne va plus, les jeux sont faits","2014-07-11 21:57:03",0.80803
105397,ody,"2014-07-11 23:47:52",0.79464
105399,"bettercallsaul (mlsp)","2014-07-11 23:48:54",0.50000
105397,ody,"2014-07-12 00:18:07",0.80357
105399,"bettercallsaul (mlsp)","2014-07-12 02:52:14",0.62500
103295,"MindLab UNAL (mlsp)","2014-07-12 03:39:38",0.82589
103750,"Cobra Command (mlsp)","2014-07-12 04:59:10",0.79017
104400,okay,"2014-07-12 10:33:09",0.77901
105475,TOR123,"2014-07-12 16:56:41",0.74553
105488,"Muthu Jothi(mlsp)","2014-07-12 19:06:07",0.50000
103751,earino,"2014-07-12 22:13:36",0.91517
104091,"Brian O'Horo","2014-07-12 23:30:44",0.83035
105399,"bettercallsaul (mlsp)","2014-07-13 00:06:32",0.77678
103598,clustifier,"2014-07-13 00:08:25",0.80803
102573,"Most of Majority (mlsp)","2014-07-13 01:07:05",0.71428
103995,liwzhi,"2014-07-13 01:18:42",0.79464
105595,"James, Wang","2014-07-13 07:44:02",0.75446
105537,HoneyBadger,"2014-07-13 08:06:12",0.44642
100088,biubiubiu,"2014-07-13 11:45:43",0.78125
99898,"Ayush (mlsp)","2014-07-13 11:51:06",0.95089
103846,TRel,"2014-07-13 12:37:10",0.88839
105561,Bowman,"2014-07-13 13:52:03",0.50000
105562,dr_dos_ok,"2014-07-13 14:15:40",0.55803
105488,"Muthu Jothi(mlsp)","2014-07-13 19:14:55",0.80803
105578,jujung,"2014-07-13 19:17:58",0.80803
105581,thekid,"2014-07-13 20:14:34",0.50000
105582,"Michel Blaauw","2014-07-13 20:16:27",0.66964
105584,"Mike B","2014-07-13 20:34:39",0.73214
103969,"Overfitting Champ of the World","2014-07-13 21:06:07",0.83035
103750,"Cobra Command (mlsp)","2014-07-13 23:43:08",0.81696
105399,"bettercallsaul (mlsp)","2014-07-14 01:09:46",0.84375
101152,"Zafer Iscan (mlsp)","2014-07-14 02:50:03",0.82142
105388,"Rien ne va plus, les jeux sont faits","2014-07-14 05:04:08",0.82142
105595,"James, Wang","2014-07-14 05:45:18",0.79017
105582,"Michel Blaauw","2014-07-14 07:04:52",0.67410
99898,"Ayush (mlsp)","2014-07-14 07:48:39",0.95535
105358,zasis,"2014-07-14 08:04:15",0.79017
100113,jlef,"2014-07-14 10:48:58",0.83482
104104,"Gokul Swamy","2014-07-14 12:03:02",0.70982
100088,biubiubiu,"2014-07-14 14:48:12",0.80803
99676,"Alfredo Kalaitzis (mlsp)","2014-07-14 16:25:22",0.87946
99511,"Vivant Shen & kaza","2014-07-14 22:09:46",0.94196
104587,"Rafael C.P.","2014-07-15 00:00:40",0.68303
105561,Bowman,"2014-07-15 00:23:14",0.54910
105475,TOR123,"2014-07-15 00:46:40",0.82142
99404,Zhuz,"2014-07-15 03:54:57",0.89732
104104,"Gokul Swamy","2014-07-15 04:25:02",0.74107
103194,DataGeek,"2014-07-15 04:26:38",0.78571
103295,"MindLab UNAL (mlsp)","2014-07-15 05:36:46",0.83482
105595,"James, Wang","2014-07-15 06:07:22",0.82589
100113,jlef,"2014-07-15 07:42:06",0.89732
105582,"Michel Blaauw","2014-07-15 10:39:48",0.80803
99639,tylerelyt,"2014-07-15 12:09:53",0.87946
99676,"Alfredo Kalaitzis (mlsp)","2014-07-15 14:55:56",0.88392
103725,AdamH(mlsp),"2014-07-15 21:55:01",0.85714
104587,"Rafael C.P.","2014-07-16 00:02:48",0.75669
103846,TRel,"2014-07-16 00:54:40",0.89732
105561,Bowman,"2014-07-16 01:12:57",0.77901
105298,"C Choo","2014-07-16 06:05:04",0.81250
104107,Permutation,"2014-07-16 06:34:27",0.77678
104104,"Gokul Swamy","2014-07-16 07:15:45",0.77678
105142,ifit,"2014-07-16 08:22:31",0.81696
105397,ody,"2014-07-16 08:55:57",0.83482
105358,zasis,"2014-07-16 10:58:41",0.81250
104532,"Alexey Tarasov (mlsp)","2014-07-16 17:30:40",0.85714
103725,AdamH(mlsp),"2014-07-16 21:34:24",0.87946
100495,"Phil Culliton","2014-07-16 22:49:30",0.87500
104377,"Serhii (mlsp)","2014-07-16 23:37:31",0.84821
104532,"Alexey Tarasov (mlsp)","2014-07-17 00:06:10",0.87946
105595,"James, Wang","2014-07-17 03:03:40",0.87500
105561,Bowman,"2014-07-17 03:08:55",0.87500
100655,jgans,"2014-07-17 04:45:53",0.84375
99724,j,"2014-07-17 04:46:24",0.83928
104587,"Rafael C.P.","2014-07-17 05:11:48",0.83035
105298,"C Choo","2014-07-17 05:45:28",0.84375
105397,ody,"2014-07-17 06:07:28",0.83928
104440,"Eric K","2014-07-17 13:32:49",0.80803
103969,"Overfitting Champ of the World","2014-07-17 22:24:12",0.84375
105342,"Ali Tousi","2014-07-17 23:53:13",0.80803
103681,TheAnalyticProphet,"2014-07-18 00:06:54",0.81696
105595,"James, Wang","2014-07-18 03:55:09",0.89285
99312,Vopani,"2014-07-18 04:51:26",0.95089
104532,"Alexey Tarasov (mlsp)","2014-07-18 09:33:14",0.89285
100616,disgon,"2014-07-18 18:47:06",0.87053
105174,"Guillaume Imbert","2014-07-18 20:45:18",0.83482
105220,"T.W. Scharf","2014-07-18 20:59:58",0.83035
104377,"Serhii (mlsp)","2014-07-18 21:49:55",0.85714
105397,ody,"2014-07-18 23:21:16",0.87053
103969,"Overfitting Champ of the World","2014-07-19 00:35:20",0.87500
105399,"bettercallsaul (mlsp)","2014-07-19 02:19:55",0.85714
99572,"Olson and Mingle","2014-07-19 03:16:54",0.82589
103681,TheAnalyticProphet,"2014-07-19 05:04:54",0.83482
99724,j,"2014-07-19 15:17:54",0.84821
103598,clustifier,"2014-07-19 19:00:54",0.85714
105388,"Rien ne va plus, les jeux sont faits","2014-07-19 23:47:08",0.87053
105220,"T.W. Scharf","2014-07-19 23:51:14",0.84375
103295,"MindLab UNAL (mlsp)","2014-07-20 01:06:50",0.87053
103681,TheAnalyticProphet,"2014-07-20 01:44:10",0.84821
104204,nih,"2014-07-20 07:12:30",0.78125
105581,thekid,"2014-07-20 18:34:06",0.81250
105578,jujung,"2014-07-20 23:19:53",0.83035
103295,"MindLab UNAL (mlsp)","2014-07-21 00:41:55",0.88169
103295,"MindLab UNAL (mlsp)","2014-07-21 01:34:48",0.89732
104227,"Konstantin Togoi","2014-07-25 19:07:38",0.85937
